run_id,model_id,prompt_id,judge_id,judge_temp,adherence,aesthetic,photoreal,text,anatomy,note,judge_latency_ms,judge_status,judge_error
5d2eed07-0001,openai/gpt-image-1.5,T2I-111,anthropic/claude-opus-4.7,0.0,2,3,N/A,3,3,Missing Aurora Café signage and third table with fallen chair; no clearly visible woman in yellow reading (yellow dress present but not reading paperback distinctly); two men in suits not both present; library lacks 6 steps clearly; banners partially correct ('OPEN UNTIL 8 PM' truncated); two dogs shown instead of one; pedestrian count exceeds four; shadows inconsistent with noon upper-right direction; pigeons appear to be 4-5 not 3. Isometric feel is approximate but leans more 3/4 perspective.,10720,200,
5d2eed07-0001,openai/gpt-image-1.5,T2I-111,anthropic/claude-opus-4.7,0.3,2,3,N/A,3,3,Missing Aurora Café signage and the third table with fallen chair; no clearly visible courier pizza box (boxes look like parcels); two dogs appear instead of one; pedestrians exceed four when counting courier and dog walker; shadows inconsistent with noon upper-right direction; banners and DDS plaque legible but library banner partially cut.,9680,200,
5d2eed07-0001,openai/gpt-image-1.5,T2I-111,openai/gpt-5.5,0.0,,,,,,,13581,200,json_parse_failed: ''
5d2eed07-0001,openai/gpt-image-1.5,T2I-111,openai/gpt-5.5,0.3,,,,,,,14229,200,json_parse_failed: ''
5d2eed07-0002,google/imagen-4-ultra,T2I-111,anthropic/claude-opus-4.7,0.0,2,3,N/A,2,3,"Isometric style achieved with most key elements present (café, bookstore, taxi, bike courier, dog, statue, banners), but many specifics fail: woman not in yellow dress, no fallen chair, banner text garbled ('SUMMER BORN'/'BORN ITS'), library label reads 'BRAMBLE & VINE LIBRARY', more than 4 pedestrians, no visible 3 pigeons clearly, shadows not strongly directional, dentist plaque text unreadable.",11081,200,
5d2eed07-0002,google/imagen-4-ultra,T2I-111,anthropic/claude-opus-4.7,0.3,2,3,N/A,2,3,"Captures many elements (café, bookstore, taxi, courier with pizza box, dog, statue, pigeons) but misses key details: woman not in yellow, no fallen chair, banners text garbled, library lacks 6 distinct steps, more than 4 pedestrians, shadows inconsistent, and 'Bramble & Vine' appears on both bookstore and library.",7947,200,
5d2eed07-0002,google/imagen-4-ultra,T2I-111,openai/gpt-5.5,0.0,,,,,,,12259,200,json_parse_failed: ''
5d2eed07-0002,google/imagen-4-ultra,T2I-111,openai/gpt-5.5,0.3,,,,,,,11764,200,json_parse_failed: ''
5d2eed07-0003,google/imagen-4-fast,T2I-111,anthropic/claude-opus-4.7,0.0,2,3,N/A,2,3,"Captures general scene with café, bookstore, library, taxi, statue, courier on red bike, dog, and pigeons, but misses many specifics: no 3 outdoor tables (only 1), no fallen chair, no two men in suits with espresso, no cat or ladder visible, no DDS plaque, banners don't show required text, only 3 pigeons not clearly placed on plinth, pedestrian count off, shadows not clearly noon/upper-right. Text 'BRAMBLE & VINE BOOKS' readable but library banners illegible.",10251,200,
5d2eed07-0003,google/imagen-4-fast,T2I-111,anthropic/claude-opus-4.7,0.3,2,3,N/A,2,3,"Isometric view achieved with café, bookstore, library, taxi, red bike courier, statue, pigeons, dog. However many details missing/wrong: only one café table (not 3), no fallen chair, no two men in suits with espresso, no dentist plaque, library lacks 6 steps and readable banners ('SUMMER READING'/'OPEN UNTIL 8 PM' not visible), Bramble text duplicated, no black cat or brass ladder visible, more than 4 pedestrians, shadows not clearly noon-directional.",7730,200,
5d2eed07-0003,google/imagen-4-fast,T2I-111,openai/gpt-5.5,0.0,,,,,,,13455,200,json_parse_failed: ''
5d2eed07-0003,google/imagen-4-fast,T2I-111,openai/gpt-5.5,0.3,,,,,,,11194,200,json_parse_failed: ''
5d2eed07-0004,openai/gpt-image-1-mini,T2I-111,anthropic/claude-opus-4.7,0.0,2,3,N/A,2,3,"Captures the general scene with café, bookstore, statue, taxi, bike courier, dog on leash, but misses many specifics: no dentist plaque, banners text garbled ('OPRINE BSLIME'), no 6 steps clearly, no 3 pigeons, no fallen chair distinctly, only one man at café not two in suits with espresso, no clearly 4 pedestrians with distinct coats, shadows inconsistent. Bramble & Vine text legible, Aurora Café partially legible.",10564,200,
5d2eed07-0004,openai/gpt-image-1-mini,T2I-111,anthropic/claude-opus-4.7,0.3,2,3,N/A,2,3,"Captures isometric feel and many elements (café, bookstore, ladder, statue, taxi, bicycle courier, dog), but misses key specifics: no dentist plaque, banners text garbled, only one occupied café table with no fallen chair, no pigeons, no yellow dress, no espresso pair, bike not clearly red/electric, shadows inconsistent.",9172,200,
5d2eed07-0004,openai/gpt-image-1-mini,T2I-111,openai/gpt-5.5,0.0,,,,,,,13566,200,json_parse_failed: ''
5d2eed07-0004,openai/gpt-image-1-mini,T2I-111,openai/gpt-5.5,0.3,,,,,,,11000,200,json_parse_failed: ''
5d2eed07-0006,openai/gpt-image-1.5,T2I-118,anthropic/claude-opus-4.7,0.0,3,4,4,N/A,4,"Captures most named elements (fruit seller awning, sadhu, brassware pyramid, tabla+sitar duo, elephant with peacock fan, dog with bowl, fort/minarets, cobras). Missing: snake charmer playing been (only cobras visible, no charmer), balance scale shown but no clear fruit seller adult, only kite corner visible without boy flying it clearly, three children present but not at respectful distance from charmer. Style is convincingly miniature-like with jewel tones.",8303,200,
5d2eed07-0006,openai/gpt-image-1.5,T2I-118,anthropic/claude-opus-4.7,0.3,3,4,4,N/A,4,"Captures most elements: fruit seller area, sadhu, brass pyramid, cobra basket (two cobras, no charmer visible playing been), tabla+sitar duo, elephant with peacock fan, dog with bowl, kite corner, fort/minarets. Missing clear snake charmer figure, only partial children count, balance scale shown but seller unclear. Style is convincingly miniature-like with jewel tones.",8455,200,
5d2eed07-0006,openai/gpt-image-1.5,T2I-118,openai/gpt-5.5,0.0,,,,,,,11521,200,json_parse_failed: ''
5d2eed07-0006,openai/gpt-image-1.5,T2I-118,openai/gpt-5.5,0.3,,,,,,,12403,200,json_parse_failed: ''
5d2eed07-0007,google/imagen-4-ultra,T2I-118,anthropic/claude-opus-4.7,0.0,2,3,3,N/A,4,"Captures fruit seller with balance scale under striped awning and saffron-clad customer, but missing snake charmer with cobra, brassware pyramid, sadhu, tabla/sitar musicians, elephant with noblewoman, dog, kite-flying boy, and fort/minarets. Style approximates miniature but lacks jewel tones, gold leaf, and fine detail.",7224,200,
5d2eed07-0007,google/imagen-4-ultra,T2I-118,anthropic/claude-opus-4.7,0.3,2,3,3,N/A,4,"Captures fruit seller with balance scale under striped awning and saffron-kurta customer, but missing snake charmer, cobra, brassware pyramid, sadhu, tabla/sitar musicians on platform, elephant with noblewoman, stray dog, kite-flying boy, and fort/minarets. Style is approximate miniature but lacks gold leaf and jewel-tone richness.",7003,200,
5d2eed07-0007,google/imagen-4-ultra,T2I-118,openai/gpt-5.5,0.0,,,,,,,10234,200,json_parse_failed: ''
5d2eed07-0007,google/imagen-4-ultra,T2I-118,openai/gpt-5.5,0.3,,,,,,,11603,200,json_parse_failed: ''
5d2eed07-0008,google/imagen-4-fast,T2I-118,anthropic/claude-opus-4.7,0.0,3,3,N/A,N/A,3,"Captures most named elements (fruit seller, awning, scale, snake basket, brassware pyramid, sadhu, tabla+sitar, elephant with peacock fan, dog, fort wall, boy with red kite) but missing snake charmer with been, only one child near snake instead of three, kite is held low not flying up out of frame, and total figures slightly under 16. Style is more illustrative than authentic Mughal miniature, lacking gold leaf and fine miniature linework. Anatomy acceptable; some hand/finger awkwardness.",8930,200,
5d2eed07-0008,google/imagen-4-fast,T2I-118,anthropic/claude-opus-4.7,0.3,3,3,3,N/A,4,"Most named elements present (fruit seller with scale under striped awning, snake charmer basket with cobra, brassware pyramid, sadhu, tabla+sitar duo, noblewoman on white elephant with peacock fan, dog with water bowl, boy with red kite, fort/minarets). Missing: no visible snake charmer playing been (no charmer figure), kite string doesn't reach out of frame, only ~12 figures clearly. Style is more illustrative than authentic Mughal miniature—lacks fine linework and gold leaf accents.",9319,200,
5d2eed07-0008,google/imagen-4-fast,T2I-118,openai/gpt-5.5,0.0,,,,,,,12714,200,json_parse_failed: ''
5d2eed07-0008,google/imagen-4-fast,T2I-118,openai/gpt-5.5,0.3,,,,,,,12146,200,json_parse_failed: ''
5d2eed07-0009,openai/gpt-image-1-mini,T2I-118,anthropic/claude-opus-4.7,0.0,3,4,4,N/A,4,"Captures many key elements (fruit seller, brassware pyramid, sadhu, children, cobra, elephant with noblewoman, dog with bowl, fort silhouette) but missing balance scale, been instrument, distinct snake charmer, tabla, platform, kite, and peacock-fan attendant is unclear. Only two musicians shown both with sitar-like instruments. Style is convincingly miniature-like though palette leans muted rather than jewel-toned with gold leaf.",10646,200,
5d2eed07-0009,openai/gpt-image-1-mini,T2I-118,anthropic/claude-opus-4.7,0.3,3,4,4,N/A,3,"Captures many elements (fruit seller, awning, brassware pyramid, sadhu, musicians, elephant with noblewoman/peacock fan, children, dog, fort skyline) but missing balance scale, snake charmer playing been (cobra present without charmer), tabla replaced with second sitar, and no boy flying kite. Style is appropriately miniature-like with decorative border, though figures are fewer than 16.",9150,200,
5d2eed07-0009,openai/gpt-image-1-mini,T2I-118,openai/gpt-5.5,0.0,,,,,,,12897,200,json_parse_failed: ''
5d2eed07-0009,openai/gpt-image-1-mini,T2I-118,openai/gpt-5.5,0.3,,,,,,,13751,200,json_parse_failed: ''
5d2eed07-0011,openai/gpt-image-1.5,T2I-119,anthropic/claude-opus-4.7,0.0,3,4,4,3,3,"Title and most labels present and legible, but 'Alveoli (inset detail)' label is missing (inset shows capillary/bronchioles labels instead). Lobes are not clearly delineated—right lung doesn't show 3 distinct lobes and left lung's 2 lobes aren't clearly separated, though cardiac notch is labeled. Overall textbook style is convincing.",7510,200,
5d2eed07-0011,openai/gpt-image-1.5,T2I-119,anthropic/claude-opus-4.7,0.3,3,4,4,3,3,"Title and most labels present and legible. Missing explicit 'Alveoli (inset detail)' label—inset shows alveoli with capillary but mislabels 'Bronchioles' on it. Lobes not clearly delineated (right lung doesn't show 3 distinct lobes, left lung 2 lobes unclear though cardiac notch labeled). Bronchial branching plausible, diaphragm dome shown.",8121,200,
5d2eed07-0011,openai/gpt-image-1.5,T2I-119,openai/gpt-5.5,0.0,,,,,,,11033,200,json_parse_failed: ''
5d2eed07-0011,openai/gpt-image-1.5,T2I-119,openai/gpt-5.5,0.3,,,,,,,10318,200,json_parse_failed: ''
5d2eed07-0012,google/imagen-4-ultra,T2I-119,anthropic/claude-opus-4.7,0.0,2,3,3,2,2,"Title correct. Missing labels: Pharynx, Left primary bronchus. Misspellings/garbled: 'Laryxnx', 'Bronchioles' vs 'Bronchioles', 'Miderior lobe', duplicate 'Diaphragm'. Lobes not clearly delineated as 3/2, no visible cardiac notch. Inset present with capillaries but anatomy of lungs and labeling positions are inconsistent.",8175,200,
5d2eed07-0012,google/imagen-4-ultra,T2I-119,anthropic/claude-opus-4.7,0.3,2,3,3,2,2,"Title present and correct. Missing 'Pharynx' and 'Left Primary Bronchus' labels. Misspellings: 'Laryxnx', 'Bronchioles' shown as 'Bronchioles'/typo, 'Miderior lobe'. Lobes not clearly shown as 3 right/2 left; no cardiac notch. Inset present with capillaries but anatomy questionable. Diaphragm labeled twice and shape not dome-like.",8122,200,
5d2eed07-0012,google/imagen-4-ultra,T2I-119,openai/gpt-5.5,0.0,,,,,,,10341,200,json_parse_failed: ''
5d2eed07-0012,google/imagen-4-ultra,T2I-119,openai/gpt-5.5,0.3,,,,,,,9918,200,json_parse_failed: ''
5d2eed07-0013,google/imagen-4-fast,T2I-119,anthropic/claude-opus-4.7,0.0,2,3,3,2,2,"Title rendered correctly but several labels misspelled (cauty, Suntior View). Missing nasal cavity, oral cavity, pharynx, larynx structures—labels point to trachea area. 'Right lung (2 lobes)' is incorrect (should be 3). No left lung label, no clear lobe separation or cardiac notch. Inset shows alveoli but capillaries not clearly crossing one alveolus. Duplicate diaphragm label.",8767,200,
5d2eed07-0013,google/imagen-4-fast,T2I-119,anthropic/claude-opus-4.7,0.3,2,3,3,2,2,"Title rendered correctly but many labels misspelled (cauty, cavty, Suntior View). Missing larynx label, missing left lung label, right lung incorrectly labeled '2 lobes'. Lobes not clearly differentiated, no cardiac notch visible, inset shows alveoli but capillaries unclear. Duplicate diaphragm label.",6995,200,
5d2eed07-0013,google/imagen-4-fast,T2I-119,openai/gpt-5.5,0.0,,,,,,,9454,200,json_parse_failed: ''
5d2eed07-0013,google/imagen-4-fast,T2I-119,openai/gpt-5.5,0.3,,,,,,,10738,200,json_parse_failed: ''
5d2eed07-0014,openai/gpt-image-1-mini,T2I-119,anthropic/claude-opus-4.7,0.0,2,3,3,4,2,"Missing labels: Trachea, Left primary bronchus, Pleural cavity, and title. Lobes not visibly distinct, no cardiac notch, no capillaries in alveoli inset.",7193,200,
